CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,Discount,TotalAmount,Month,DayOfWeek,Hour,Quarter,DiscountAmount,EffectiveUnitPrice,AnomalyScore,AnomalyScoreRaw
404123,C,1,98.95385512,2023-08-27 16:47:00,Cash,"PSC 3995, Box 4386
APO AE 07299",Electronics,16.92772201,82.20322161,8,6,16,3,16.750633512891753,82.20322161,-1,-0.011142253808764213
957945,A,8,99.20324128,2023-07-15 06:32:00,Credit Card,"17530 Knight Green
New Elizabeth, NE 89716",Clothing,19.63955105,637.7613605,7,5,6,3,155.86456971552218,79.7201700625,-1,-0.023426194914302756
587590,D,9,88.37770618,2023-08-25 23:40:00,PayPal,"8711 Jonathon Vista Apt. 368
Loriburgh, WI 89346",Books,3.986389571,763.6916386,8,4,23,3,31.707716960236883,84.85462651111112,-1,-0.01866660222343286
109025,C,8,91.1672128,2024-02-21 14:04:00,Debit Card,"373 Logan Square
North Courtney, NC 09945",Books,3.097391995,706.7472548,2,2,14,1,22.590447610654522,88.34340685,-1,-0.004157988323166273
98528,D,9,78.78353619,2023-06-29 17:17:00,PayPal,"0694 Christian Fork
Torreshaven, MP 89055",Electronics,0.279040202,707.0732861,6,3,17,2,1.9785396467458722,78.56369845555555,-1,-0.029000347986824826
788394,A,9,89.2460771,2023-07-22 21:13:00,Credit Card,"66887 Peter Meadow
North Alexandria, WV 83248",Home Decor,7.166360555,745.6534329,7,5,21,3,57.56126099561359,82.85038143333333,-1,-0.011344563664225094
204533,A,1,90.59661879,2023-11-05 20:43:00,Debit Card,"2432 Hoover Corners Apt. 694
Dawnstad, RI 20010",Electronics,17.55299439,74.69419938,11,6,20,4,15.902419413738382,74.69419938,-1,-0.0010493289165759423
178060,C,1,92.69169105,2024-01-13 15:28:00,Credit Card,"USS Finley
FPO AA 23577",Books,0.457126586,92.26797269,1,5,15,1,0.42371836280253256,92.26797269,-1,-0.006182171503022804
24274,D,1,15.01549499,2023-07-05 23:27:00,Debit Card,"6086 Kyle Drive
South Gregory, WV 51596",Clothing,1.59826139,14.77550814,7,2,23,3,0.23998685894255437,14.77550814,-1,-0.01240422729576296
58032,C,2,99.67175511,2023-12-03 20:43:00,Debit Card,"258 Brenda Village
Jenniferburgh, NV 90135",Electronics,18.14643604,163.1697676,12,6,20,4,36.17374258196317,81.5848838,-1,-0.01004472727969008
474195,B,8,84.23758815,2023-05-27 05:16:00,Credit Card,"515 Matthew Orchard
Barnesbury, NH 82103",Clothing,0.554256024,670.16557,5,5,5,2,3.7351352543494807,83.77069625,-1,-0.010668333211893422
699118,C,8,95.22020857,2024-02-20 07:33:00,Cash,"738 Jonathan Branch Suite 348
Walkerport, NY 90310",Books,3.641966827,734.0185613,2,1,7,1,27.743107269756887,91.7523201625,-1,-0.01244820294770188
65569,A,1,84.82094796,2023-12-03 11:17:00,Cash,"1048 Grant Station Apt. 160
Melissaville, RI 67771",Electronics,0.31424694,84.55440072,12,6,11,4,0.2665472334432924,84.55440072,-1,-0.0016788313937394772
850461,B,8,99.56684825,2024-01-07 23:04:00,Debit Card,"4193 Kevin Knolls
Evanstown, MA 73699",Electronics,1.129157393,787.5406546,1,6,23,1,8.99413142393573,98.442581825,-1,-0.053691608768804966
740108,C,9,99.98164594,2023-09-16 23:36:00,PayPal,"0721 Eric Points Suite 904
Marioborough, MO 05903",Electronics,14.29762409,771.1798145,9,5,23,3,128.65499905946353,85.68664605555556,-1,-0.053656082914604
258633,C,9,12.78205202,2024-02-27 08:01:00,Credit Card,"7813 Veronica Vista
Jenniferport, OK 37220",Books,0.074786715,114.9524347,2,1,8,1,0.08603349133814228,12.772492744444444,-1,-0.026227667520285713
159219,B,9,92.23852309,2023-07-17 12:16:00,Credit Card,"79125 Joseph Meadows Apt. 834
Lake Stephaniechester, PW 70637",Books,5.063341407,788.1135458,7,0,12,3,42.033161995391026,87.56817175555555,-1,-0.027049077989105275
30410,D,8,91.18944349,2023-05-17 03:12:00,Cash,"1664 Brandon Shoal
East Rachelland, MS 17082",Clothing,1.643558969,717.5255297,5,2,3,2,11.990018218088654,89.6906912125,-1,-0.017194331873278568
204865,B,9,87.74215886,2023-05-17 22:50:00,Cash,"7185 Smith Lodge Suite 242
Lake Mindyville, WV 15263",Home Decor,4.818520433,751.6285651,5,2,22,2,38.05086467721978,83.5142850111111,-1,-0.00838303926052486
691429,D,2,98.80531385,2024-04-27 21:27:00,PayPal,"753 Miller Unions
West Gregoryfort, MH 91022",Electronics,19.32797268,159.4164996,4,5,21,2,38.19412813463251,79.7082498,-1,-0.016673134264193035
641097,B,9,80.78565278,2023-12-13 03:31:00,Debit Card,"33287 Veronica Drive
Stephanieport, PR 04616",Electronics,1.725183709,714.5275667,12,2,3,4,12.54330828872879,79.39195185555555,-1,-0.023988465212488097
970528,A,6,97.23791436,2024-03-25 12:37:00,Credit Card,"7670 Garcia Loaf Apt. 779
Johnsonfurt, NJ 06772",Home Decor,0.416053403,581.0001163,3,0,12,1,2.427369910206034,96.83335271666665,-1,-0.004459554952267575
316611,C,8,98.78459871,2023-11-12 02:12:00,PayPal,"89713 Jose Points
New Teresa, CT 84807",Home Decor,14.53281147,675.4273537,11,6,2,4,114.84943593536282,84.4284192125,-1,-0.009378534425606655
811486,B,9,98.90760239,2023-11-14 11:35:00,Credit Card,"7985 Smith Manor Apt. 045
Garciaborough, MD 76399",Home Decor,12.20802309,781.4964551,11,1,11,4,108.67196643782931,86.83293945555556,-1,-0.042028266853251006
763358,A,9,86.23143207,2023-05-25 13:54:00,PayPal,"753 Cain Wells
Priceburgh, KY 18704",Home Decor,14.37023761,664.5579335,5,3,13,2,111.52495514668267,73.8397703888889,-1,-0.001890666566094823
487013,C,9,15.22161075,2023-10-27 18:43:00,Credit Card,"6292 Mcdaniel Stravenue
East Andreborough, OH 76428",Clothing,19.88133451,109.7581626,10,4,18,4,27.236334159158577,12.1953514,-1,-0.023598825871888107
747307,B,2,10.32795268,2023-08-14 13:45:00,Cash,"20809 Price Island Suite 706
New Javierview, AS 67867",Clothing,17.81490739,16.97607495,8,0,13,3,3.6798304104500454,8.488037475,-1,-0.016885669467704756
794687,D,8,88.44259705,2024-03-21 01:35:00,Cash,"9853 Farmer Spur Suite 107
Lake Tiffanymouth, SD 90962",Home Decor,2.369456839,690.7759031,3,3,1,1,16.7648733151235,86.3469878875,-1,-0.007454553506621053
377339,D,1,11.64891967,2023-12-06 13:47:00,PayPal,"PSC 9532, Box 8879
APO AA 91818",Home Decor,4.100594191,11.17124474,12,2,13,4,0.47767492330227634,11.17124474,-1,-0.024318179438227783
435500,D,9,89.46134049,2024-02-20 15:26:00,Debit Card,"72584 Hall Center
Port Trevor, IA 39644",Clothing,16.26396653,674.2024022,2,1,15,1,130.94966227124644,74.91137802222222,-1,-0.005589017341524061
118393,A,1,98.01837058,2023-05-18 17:55:00,PayPal,"PSC 6337, Box 7890
APO AP 39062",Books,0.31524761,97.70937001,5,3,17,2,0.3090005706143931,97.70937001,-1,-0.022701778819320784
664902,B,8,98.88082448,2023-11-23 18:41:00,Debit Card,"55464 Jones Wall
Ruizshire, NV 87304",Clothing,17.76741507,650.4980637,11,3,18,4,140.54853207999815,81.3122579625,-1,-0.004522194816993674
914183,A,1,14.35659901,2023-07-14 12:39:00,Debit Card,"2456 Ryan Union
Hugheston, MO 59743",Clothing,19.80056171,11.51391176,7,4,12,3,2.842687246432299,11.51391176,-1,-0.02835151646258116
443420,D,1,10.33603736,2024-03-03 08:07:00,Credit Card,"989 Carol Lodge Suite 450
Carlfurt, TX 55752",Home Decor,5.623613379,9.754778577,3,6,8,1,0.5812587798353984,9.754778577,-1,-0.026603244486262834
453904,A,1,99.14783646,2024-01-17 10:24:00,Cash,"09214 Keith Spring
North Joshuaside, WI 95766",Electronics,3.453615774,95.72365114,1,2,10,1,3.4241853195622833,95.72365114,-1,-0.00910830256236883
548974,D,1,17.26687351,2024-01-19 09:13:00,Credit Card,"10475 Jennifer Dam Suite 983
West Jeremy, MN 03703",Home Decor,0.46986601,17.18574234,1,4,9,1,0.08113116961318395,17.18574234,-1,-0.01797332988181788
741281,A,9,90.36379105,2023-05-10 13:01:00,Debit Card,"9614 Randall Walks Apt. 834
West Lindseyton, NC 89597",Electronics,1.267585838,802.9651719,5,2,13,2,10.308947562267404,89.21835243333334,-1,-0.057206106930852485
456529,A,9,98.31686002,2023-07-24 12:54:00,Credit Card,"36883 Brian Port
Anthonyton, NV 72907",Electronics,5.563012437,835.6273278,7,0,12,3,49.22441235522433,92.84748086666667,-1,-0.060804371442146565
70193,A,9,99.88844086,2024-03-28 19:34:00,Cash,"93871 Nicholson Heights
Underwoodstad, SD 59640",Electronics,1.850444087,882.36055,3,3,19,1,16.63541772741326,98.04006111111111,-1,-0.09050742540627466
178478,B,9,80.90569216,2024-01-03 19:50:00,Debit Card,"01228 Tina Course Suite 105
East Anthony, WV 49176",Electronics,1.082732878,720.2672967,1,2,19,1,7.8839327627080955,80.02969963333334,-1,-0.023904222128469765
989899,D,9,90.34831807,2024-04-10 05:52:00,Debit Card,"472 Paul Knolls Apt. 294
Barryhaven, TN 02999",Electronics,3.191116199,787.1867843,4,2,5,2,25.94807832110233,87.46519825555555,-1,-0.03226454557312608
764965,B,9,71.15895554,2024-03-08 12:19:00,Debit Card,"900 Kimberly Green Apt. 417
Sherryshire, IN 55307",Home Decor,1.389592318,631.5312255,3,4,12,1,8.899374417775878,70.17013616666667,-1,-0.0043197633875123875
62059,A,9,91.14750342,2023-12-21 16:02:00,Credit Card,"5364 Martin Forest
Karenland, MT 33256",Home Decor,8.277223357,752.4271888,12,3,16,4,67.90034198162353,83.60302097777777,-1,-0.012132914114333593
954564,A,8,98.53848264,2023-07-19 16:43:00,PayPal,"66146 Jefferson Spring Suite 644
Perezhaven, TX 64458",Books,14.91929135,670.6979146,7,2,16,3,117.60994653544618,83.837239325,-1,-0.0063433172454395725
692605,B,1,11.57313403,2023-07-05 03:21:00,Debit Card,"7264 Peter Trafficway
Lake Andrea, SD 04605",Electronics,13.54989404,10.00498663,7,2,3,3,1.568147398172182,10.00498663,-1,-0.00026711592021755326
387464,A,9,98.71241094,2023-10-15 01:13:00,PayPal,"00896 Eric Center
Lake Luis, PW 41525",Electronics,8.699155081,811.127387,10,6,1,4,77.2843114067815,90.12526522222223,-1,-0.04323312130072965
99565,D,9,87.56975054,2023-07-23 01:36:00,Credit Card,"727 Campos Radial
Janetview, ME 83291",Clothing,5.458494197,745.1078471,7,6,1,3,43.01990776397949,82.78976078888888,-1,-0.006965481129894147
822588,A,8,82.12071863,2023-06-21 07:56:00,Cash,"8267 Luna Circle
Hoffmanbury, NM 60217",Home Decor,1.314301378,648.3312391,6,2,7,2,8.634509892620741,81.0414048875,-1,-0.0005718800704451743
752287,A,9,94.52975256,2024-03-14 22:25:00,PayPal,"Unit 0371 Box 4213
DPO AE 40419",Books,18.32537514,694.8613871,3,3,22,1,155.9063859798038,77.20682078888889,-1,-0.0396277640570909
213697,D,9,97.25817143,2023-10-06 17:01:00,Cash,"295 Young Shoal Apt. 026
South Robert, IA 41264",Books,6.951537436,814.4750991,10,4,17,4,60.84844376872956,90.49723323333333,-1,-0.04928232173189118
241973,C,9,93.11585919,2024-03-21 12:24:00,Debit Card,"240 Kathleen Stravenue
North Karenberg, AS 94557",Home Decor,6.142487218,786.566065,3,3,12,1,51.47666773808965,87.39622944444444,-1,-0.02600744234068697
461561,A,9,10.44172253,2024-03-29 07:34:00,Credit Card,"9690 Daniel Forks
Robertshire, AS 54685",Electronics,12.03486842,82.66567463,3,4,7,1,11.309828105402955,9.185074958888888,-1,-0.0024209674788168156
579248,C,8,95.19425434,2023-06-04 02:11:00,Credit Card,"097 Steven View Apt. 042
East Kathleen, NJ 37335",Books,18.36238387,621.7145594,6,6,2,2,139.83947523275947,77.714319925,-1,-0.00013266653361621028
366301,A,4,98.00700346,2024-01-12 22:18:00,Credit Card,"0544 Patrick Manor
New Jamieshire, SD 03882",Home Decor,0.5917167,389.7083186,1,4,22,1,2.3196952265695914,97.42707965,-1,-0.0075963672371666124
911714,D,9,10.79598813,2023-08-27 10:06:00,PayPal,"375 Jones Trail
South Kylechester, LA 94823",Books,14.57956064,82.99782443,8,6,10,3,14.166068724904967,9.221980492222222,-1,-0.004429006532757684
994183,A,7,94.212149,2023-11-21 01:57:00,PayPal,"837 James Station
East Heather, IL 41498",Books,0.138179146,658.5737722,11,1,1,4,0.9112708004151329,94.08196745714285,-1,-0.01680853578301289
10083,D,1,13.24005508,2023-08-28 05:14:00,Credit Card,"97899 Michael Trail Apt. 736
East Carrie, FL 68072",Electronics,0.477751077,13.17680057,8,0,5,3,0.06325450574009321,13.17680057,-1,-0.025528953692644962
228232,B,9,94.66163024,2024-02-01 18:41:00,Cash,"2833 Bailey Parkways
West Michaelmouth, GA 73061",Electronics,2.077904086,834.2518712,2,3,18,1,17.702800943680543,92.69465235555555,-1,-0.07757111177688203
402641,B,1,10.19075254,2023-07-08 22:07:00,Cash,"8960 Jeremy Street
Rebeccachester, CT 03816",Electronics,3.61645309,9.822208759,7,5,22,3,0.3685437851270834,9.822208759,-1,-0.034982554107467756
587042,C,1,14.85596166,2023-04-30 14:46:00,PayPal,"47854 Sims Bridge Suite 898
Hicksmouth, NY 41125",Books,19.51114588,11.95739331,4,6,14,2,2.89856835135947,11.95739331,-1,-0.02242376603674756
744096,B,4,99.90246264,2023-09-01 06:16:00,Debit Card,"764 Miller Ridge
Port Leviberg, MA 87344",Clothing,1.637030758,393.0681144,9,4,6,3,6.541736165665035,98.2670286,-1,-0.01189599602458491
435180,D,9,85.47753997,2024-01-16 19:18:00,Debit Card,"17596 Sandra Rue Apt. 716
Ninatown, NY 52214",Home Decor,19.84503125,616.630459,1,1,19,1,152.66740066899965,68.51449544444444,-1,-0.020365528973591673
677247,B,9,95.09807901,2023-10-22 10:46:00,Cash,"742 Clifford Ways
East Joseph, HI 07956",Books,6.246774814,802.4176455,10,6,10,4,53.46506563375051,89.15751616666667,-1,-0.03814891703805434
326416,C,7,99.73341334,2024-04-22 11:27:00,Credit Card,"419 Brittany Ports
Scottstad, OH 23023",Home Decor,3.875680988,671.0764508,4,0,11,2,27.057442576512855,95.8680644,-1,-0.0030008066618258944
297950,A,9,57.976424,2023-06-07 12:13:00,PayPal,"443 Mary Inlet
New Jonathanport, IN 93409",Clothing,0.110978813,521.2087421,6,2,12,2,0.5790739245754241,57.912082455555556,-1,-0.010239627334879042
724157,A,5,95.65596899,2023-12-29 05:32:00,Credit Card,"754 Sharon Plain
East Taraview, MA 29996",Home Decor,0.083910561,477.8785176,12,4,5,4,0.40132730104747516,95.57570352,-1,-0.01657131735288009
816516,B,9,95.59223377,2023-08-01 04:21:00,Credit Card,"39471 Williams Plains
Wardville, SC 03562",Home Decor,8.070660116,790.8957854,8,1,4,3,69.43431856381987,87.8773094888889,-1,-0.026191960303691753
971628,B,9,86.05759175,2023-05-14 11:19:00,Cash,"2416 Daniel Ridges Apt. 388
Linview, FL 62999",Clothing,1.07061831,766.2261907,5,6,11,2,8.292135009784944,85.13624341111111,-1,-0.03663958503652731
184486,A,9,87.48584414,2023-05-21 08:56:00,Credit Card,"74823 Morgan Harbors
Stephanieport, NY 84419",Electronics,13.56729892,680.5474033,5,6,8,2,106.82519388443194,75.61637814444445,-1,-0.0036235399724756645
197578,B,8,97.59015379,2023-08-03 06:30:00,Cash,"25190 Taylor Land
Kirbyfurt, MI 09416",Books,4.873305447,742.6743001,8,3,6,3,38.04693024306997,92.8342875125,-1,-0.00859304382645365
363275,B,9,19.41596998,2023-12-16 08:30:00,PayPal,"638 Aguilar Station Suite 245
Marystad, AL 79336",Clothing,19.79595146,140.1515459,12,5,8,4,34.59218393456075,15.572393988888889,-1,-0.0160255656913042
130838,A,9,81.08607914,2023-11-11 17:08:00,Debit Card,"4407 Gross Motorway Suite 753
South Jonathanland, CA 98177",Home Decor,3.868545569,701.543045,11,5,17,4,28.23166729481673,77.94922722222222,-1,-0.004325724294398481
581507,D,9,97.69865747,2023-10-06 02:46:00,Debit Card,"42169 Hughes Creek
New Shannonchester, WI 40442",Home Decor,15.52452872,742.782612,10,4,2,4,136.50530524186118,82.53140133333333,-1,-0.03523162863803164
151705,A,9,91.16090501,2024-02-08 02:26:00,Debit Card,"653 Blair Summit Apt. 487
Morsemouth, IN 26183",Clothing,0.262245556,818.2965563,2,3,2,1,2.151588799782957,90.92183958888889,-1,-0.07624500825205582
928752,C,7,99.20704681,2023-12-05 07:53:00,PayPal,"43145 Elizabeth Views Suite 452
West Annastad, MH 11587",Books,19.75900967,557.2330178,12,1,7,4,137.2163098075653,79.60471682857143,-1,-0.010014940151202412
134168,D,1,17.43612101,2023-10-29 12:29:00,Debit Card,"PSC 6114, Box 1080
APO AA 52728",Clothing,19.32705511,14.0662323,10,6,12,4,3.3698887166489886,14.0662323,-1,-0.011037989772989976
259480,B,9,94.28404616,2023-09-13 21:00:00,Credit Card,"47499 Adams Fork Suite 487
Mendezstad, TX 79207",Clothing,6.655813689,792.0780814,9,2,21,3,56.47833405774323,88.00867571111111,-1,-0.025905095725763272
969324,D,1,99.21054901,2023-10-07 22:11:00,PayPal,"811 Miller Rapid
Lake Anitamouth, IL 33136",Electronics,17.03460067,82.31042816,10,5,22,4,16.900120846368136,82.31042816,-1,-0.015214128764204027
821078,A,9,82.81205172,2023-11-25 13:00:00,PayPal,"5198 Morgan Center
Marymouth, PR 88506",Books,1.669494903,732.8655786,11,5,13,4,12.442886842816113,81.42950873333334,-1,-0.023602540266406957
395057,D,1,10.68389234,2023-05-04 05:44:00,Credit Card,"00608 Devin Trace Apt. 158
Lake Jenniferland, MH 57908",Electronics,11.5301357,9.452025052,5,3,5,2,1.2318672848439054,9.452025052,-1,-0.006872627561452127
24397,D,9,98.06647167,2023-10-02 17:36:00,PayPal,"630 Stefanie Alley Suite 203
Josephton, OR 66800",Electronics,2.781148235,858.0518795,10,0,17,4,24.54636551379282,95.33909772222222,-1,-0.07256052593812368
603798,D,1,10.21560581,2023-06-28 16:38:00,Cash,"4142 Perry Loaf
Kellyhaven, DC 41241",Home Decor,14.41231148,8.743300879,6,2,16,2,1.472304928906177,8.743300879,-1,-0.01499420335124435
25939,A,1,95.41448829,2023-10-06 08:32:00,Debit Card,"6483 Woods Terrace
New Gregoryhaven, CO 97860",Electronics,19.37949035,76.92364674,10,4,8,4,18.49084155066243,76.92364674,-1,-0.03333395178341203
40229,D,9,90.10054469,2023-11-18 20:01:00,PayPal,"13185 Kimberly Center Apt. 129
West Jasonhaven, WY 01821",Clothing,5.956831588,762.6006628,11,5,20,4,48.30423936348579,84.73340697777778,-1,-0.015087030000151436
578814,A,7,90.17025986,2023-08-28 17:11:00,Credit Card,"30798 Lisa Harbors Suite 704
Ericfort, TX 28112",Clothing,0.131631054,630.3609746,8,0,17,3,0.8308444441377985,90.0515678,-1,-0.009763808822975895
741887,A,2,10.84768405,2024-03-16 03:06:00,PayPal,"03560 Patrick Island Apt. 264
Dixonmouth, WV 29679",Home Decor,1.15037405,21.44579022,3,5,3,1,0.24957788467437803,10.72289511,-1,-0.017846674322496536
28242,D,1,99.0418153,2023-11-07 18:57:00,Cash,"8326 Megan Estates Apt. 171
New Aimee, MO 03293",Home Decor,13.86636238,85.30831828,11,1,18,4,13.733497017228283,85.30831828,-1,-0.000995657135871575
948789,D,9,81.39664894,2023-12-13 07:20:00,Debit Card,"550 Martinez Islands
East Omar, NJ 12303",Electronics,3.199613904,709.1304339,12,2,7,4,23.43940647186878,78.79227043333333,-1,-0.004312907803109556
870950,C,9,76.84893137,2023-06-20 00:48:00,Credit Card,"0697 Brandon Court
South Jeffreyville, KY 25049",Clothing,2.612672901,673.5700815,6,1,0,2,18.0703008415087,74.84112016666667,-1,-0.00678405266255977
495529,C,1,89.98447803,2023-11-18 13:12:00,PayPal,"722 Jeffrey Crest Apt. 183
East Patriciamouth, MI 17252",Electronics,0.347596816,89.67169485,11,5,13,4,0.3127831805264995,89.67169485,-1,-0.00581055694804522
578979,A,8,99.46887088,2024-03-04 02:44:00,Cash,"Unit 7849 Box 8068
DPO AA 95700",Books,5.985119766,748.1243186,3,0,2,1,47.62664841644719,93.515539825,-1,-0.014174813797822927
117652,A,1,92.89852531,2024-01-10 16:57:00,Debit Card,"06355 Noah Forest Suite 249
Lamstad, SC 14378",Home Decor,18.287509,75.90969913,1,2,16,1,16.98882617693353,75.90969913,-1,-0.00971307287093337
19890,D,8,93.38576422,2023-06-29 10:25:00,Cash,"121 Samantha Inlet Suite 617
Joshuaside, DC 96885",Books,1.650783564,734.753339,6,3,10,2,12.332774774876423,91.844167375,-1,-0.01920589829443531
818795,A,9,96.6308301,2023-05-24 03:11:00,PayPal,"111 Kathryn Points
Mitchellville, UT 44241",Electronics,17.38602086,718.4751645,5,2,3,2,151.20230650539443,79.83057383333333,-1,-0.03878769484406186
455981,D,1,12.00974109,2024-01-03 18:27:00,Cash,"176 Liu Hill Suite 396
Suzannetown, CT 59358",Electronics,18.41158657,9.798557209,1,2,18,1,2.2111838776182116,9.798557209,-1,-0.01839013472427209
229228,B,1,13.99921973,2024-04-07 20:12:00,Credit Card,"18730 Brian Street
Port Kyleview, GA 93434",Clothing,1.940951556,13.72750166,4,6,20,2,0.271718073177294,13.72750166,-1,-0.007560925599282231
445361,C,6,99.69660934,2023-07-05 08:15:00,Debit Card,"1812 Linda Center
Deniseport, VT 25133",Electronics,2.164184951,585.233942,7,2,8,3,12.945714095961243,97.53899033333333,-1,-0.007963164807412881
403417,A,9,92.25978563,2023-10-21 03:47:00,Cash,"1854 Peter Fort
Owensburgh, KS 19854",Books,1.382431892,818.8592124,10,5,3,4,11.478858300359578,90.98435693333334,-1,-0.07274106866790842
980072,C,9,98.79871969,2023-08-09 10:22:00,Debit Card,"646 Avery Hollow
Smithchester, CO 75727",Books,8.620348357,812.5373329,8,2,10,3,76.65114428580554,90.28192587777778,-1,-0.04323312130072965
451684,B,9,10.25794594,2023-12-02 04:52:00,Cash,"0408 Smith Route
Fernandezshire, AL 83505",Home Decor,1.898104488,90.5691547,12,5,4,4,1.7523587903737843,10.06323941111111,-1,-0.02212090179282178
159516,C,9,84.3389479,2023-05-30 10:24:00,Cash,"56597 Porter Valleys
Morganbury, MA 16290",Electronics,19.57850257,610.4398034,5,1,10,2,148.61072773901213,67.82664482222222,-1,-0.014739314774445234
528904,A,1,17.56048832,2024-01-12 22:02:00,PayPal,"74919 David Islands
West Wesley, WY 92243",Home Decor,19.28172064,14.17452402,1,4,22,1,3.3859643008822293,14.17452402,-1,-0.007342471572059139
128123,C,2,93.27347711,2023-08-06 14:32:00,Cash,"9855 Miranda Ports
West Donald, DE 52709",Home Decor,19.75196743,149.7002606,8,6,14,3,36.846693639191415,74.8501303,-1,-0.004596651376540195
761487,C,4,98.4981178,2023-10-18 09:28:00,Debit Card,"Unit 2648 Box 4450
DPO AP 15458",Electronics,1.733667899,387.1619502,10,2,9,4,6.83052099767122,96.79048755,-1,-0.0038794534374371192
734485,D,5,98.76391636,2024-04-20 12:01:00,Cash,"39224 Valerie Trafficway
North Derrickshire, AS 75223",Books,2.000086317,483.9427639,4,5,12,2,9.876817886248421,96.78855278,-1,-0.008200608075950577
225952,C,9,89.90220684,2023-10-03 19:23:00,Credit Card,"15094 Kevin Spurs
West Tyler, PW 22804",Clothing,14.40300186,692.5823129,10,1,19,4,116.53754871011623,76.95359032222223,-1,-0.015233009793772623
